gene_name	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_24412	0	0	18	5
KOXM_24417	0	0	13	0
KOXM_24422	0	0	0	0
KOXM_24437	0	9	33	14
KOXM_24452	0	0	0	0
KOXM_24457	0	0	12	8
KOXM_24462	34	45	86	73
KOXM_24467	68	102	140	67
KOXM_24472	42	66	31	54
KOXM_24477	8	115	82	58
KOXM_24482	2	47	74	20
KOXM_24487	53	54	218	78
KOXM_24492	0	0	6	17
KOXM_24497	0	13	4	0
KOXM_24502	0	0	13	10
KOXM_24507	0	0	7	1
KOXM_24512	0	14	0	4
KOXM_24517	0	0	0	8
KOXM_24522	0	0	0	0
KOXM_24527	0	15	0	4
KOXM_24532	0	19	19	11
KOXM_24537	0	0	0	0
KOXM_24542	23	0	0	14
KOXM_24547	27	15	83	32
KOXM_24552	52	178	146	89
KOXM_24557	51	85	116	49
KOXM_24562	69	178	164	63
KOXM_24567	0	41	30	0
KOXM_24572	45	70	78	47
KOXM_24577	112	151	72	59
KOXM_24582	38	75	126	74
KOXM_24587	18	29	29	12
KOXM_24592	27	44	115	51
KOXM_24597	41	187	55	51
KOXM_24602	45	88	160	20
KOXM_24617	17	30	79	26
KOXM_24622	3	92	98	58
KOXM_24627	45	89	173	9
KOXM_24632	0	0	0	0
KOXM_24637	0	3	0	0
KOXM_24642	21	0	0	9
KOXM_24647	29	47	18	7
KOXM_24652	421	687	222	158
KOXM_24667	312	247	577	139
KOXM_24672	17	11	78	18
KOXM_24677	17	40	56	32
KOXM_24682	15	739	79	620
KOXM_24697	5	69	243	79
KOXM_24722	62	155	1604	151
KOXM_24727	60	127	164	75
KOXM_24732	11	72	27	24
KOXM_24737	0	33	26	0
KOXM_24742	0	13	0	11
KOXM_24747	0	10	0	44
KOXM_24752	8	38	38	19
KOXM_24757	0	26	10	0
KOXM_24762	64	93	121	45
KOXM_24767	21	22	0	25
KOXM_24772	10	13	56	36
KOXM_24777	120	341	199	79
KOXM_24782	18	0	94	55
KOXM_24787	96	197	244	99
KOXM_24792	120	151	124	87
KOXM_24797	15	43	20	6
KOXM_24802	231	197	228	139
KOXM_24807	98	512	392	151
KOXM_24812	80	54	80	34
KOXM_24817	0	90	42	43
KOXM_24822	0	2	50	25
KOXM_24827	25	37	52	45
KOXM_24832	25	44	11	0
KOXM_24837	0	15	15	37
KOXM_24842	25	22	23	3
KOXM_24857	0	8	0	0
KOXM_24862	0	0	0	0
KOXM_24867	32	58	13	14
KOXM_24872	99	69	414	114
KOXM_24877	30	114	159	23
KOXM_24882	23	34	116	20
KOXM_24887	13038	13984	14865	4262
KOXM_24892	633	481	742	239
KOXM_24897	93	120	178	101
KOXM_24902	359	898	1108	430
KOXM_24907	946	1395	5300	1967
KOXM_24912	87	474	1440	583
KOXM_24917	40	132	181	63
KOXM_24922	109	167	199	41
KOXM_24927	23	97	40	10
KOXM_24932	32	39	40	26
KOXM_24937	16	0	167	17
KOXM_24942	0	0	25	0
KOXM_24947	147	279	849	164
KOXM_24952	0	29	44	39
KOXM_24957	0	0	15	22
KOXM_24962	90	44	101	17
KOXM_24967	51	33	183	14
KOXM_24972	0	32	33	0
KOXM_24977	45	107	132	60
KOXM_24982	17	57	150	15
KOXM_24987	193	110	297	62
KOXM_24992	330	552	1219	220
KOXM_24997	0	0	11	19
KOXM_25012	0	0	0	3
KOXM_25017	0	0	0	0
KOXM_25022	0	0	11	0
KOXM_25037	0	0	0	0
KOXM_25052	0	0	0	0
KOXM_25067	220	187	5425	2138
KOXM_25072	21	87	44	20
KOXM_25077	69	71	117	1
KOXM_25082	24	38	200	56
KOXM_25087	0	7	0	0
KOXM_25092	0	0	0	0
KOXM_25097	605	1067	2828	751
KOXM_25102	1	82	191	43
KOXM_25107	33	57	23	34
KOXM_25112	191	419	718	331
KOXM_25117	101	91	99	143
KOXM_25122	669	930	540	384
KOXM_25127	0	9	30	11
KOXM_25132	0	7	21	16
KOXM_25137	20	0	17	4
KOXM_25142	0	33	6	10
KOXM_25147	127	458	350	342
KOXM_25152	98	359	163	275
KOXM_25157	68	149	310	88
KOXM_25162	264	909	421	524
KOXM_25167	83	28	60	59
KOXM_25172	25	78	17	35
KOXM_25177	84	81	12	36
KOXM_25182	94	321	148	245
KOXM_25187	57	224	236	125
KOXM_25202	123	240	490	144
KOXM_25207	97	192	198	145
KOXM_25212	53	49	49	58
KOXM_25217	74	117	144	127
KOXM_25232	19	130	88	178
KOXM_25237	44	88	537	153
KOXM_25242	49	191	263	85
KOXM_25247	28	20	79	36
KOXM_25252	0	46	46	60
KOXM_25257	84	480	570	206
KOXM_25262	17	0	14	0
KOXM_25267	19	130	31	27
KOXM_25272	38	91	44	61
KOXM_25277	359	339	316	257
KOXM_25282	59	180	130	144
KOXM_25287	97	62	103	41
KOXM_25292	418	711	565	366
KOXM_25297	6	6	18	0
KOXM_25302	57	19	42	11
KOXM_25307	147	147	440	73
KOXM_25312	15	0	4	7
KOXM_25317	92	169	474	37
KOXM_25322	7	1	31	0
KOXM_25327	16	10	0	4
KOXM_25332	22	43	103	124
KOXM_25337	153	277	157	207
KOXM_25342	60	24	53	26
KOXM_25347	134	107	237	88
KOXM_25352	8	14	44	9
KOXM_25357	857	1093	1211	703
KOXM_25362	25	72	15	41
KOXM_25367	238	307	344	228
KOXM_25372	236	373	379	211
KOXM_25377	26	57	83	72
KOXM_25382	30	84	129	30
KOXM_25387	42	123	149	86
KOXM_25392	1081	1472	1810	442
KOXM_25397	2112	3251	3619	1682
KOXM_25402	12871	12503	15330	6334
KOXM_25407	2592	2196	2930	1647
KOXM_25412	39	78	77	0
KOXM_25417	172	377	296	183
KOXM_25422	0	14	15	0
KOXM_25427	2197	1237	1227	821
KOXM_25432	3306	2286	2217	950
KOXM_25437	2746	1696	2161	927
KOXM_25442	469	352	282	314
KOXM_25447	2852	2007	1820	736
KOXM_25452	579	595	267	126
KOXM_25457	548	428	464	230
KOXM_25462	6320	5383	3628	1601
KOXM_25467	1863	1398	1240	475
KOXM_25472	82	62	59	5
KOXM_25477	232	436	313	265
KOXM_25482	3968	2999	4333	1697
KOXM_25487	485	200	517	136
KOXM_25492	2290	2144	3613	1653
KOXM_25497	430	337	487	220
KOXM_25502	901	824	1192	576
KOXM_25507	2443	2283	3438	843
KOXM_25512	587	492	734	193
KOXM_25517	2706	2328	2101	1179
KOXM_25522	18	23	22	8
KOXM_25527	1538	1615	1879	1243
KOXM_25532	10025	6886	12384	5241
KOXM_25537	349	476	647	191
KOXM_25542	2137	2756	2173	1339
KOXM_25547	1758	1553	1289	656
KOXM_25552	6671	5280	6979	3238
KOXM_25557	7501	6122	10671	3729
KOXM_25562	1358	1392	1269	1002
KOXM_25567	21	43	32	12
KOXM_25572	58	99	48	73
KOXM_25577	122	186	162	105
KOXM_25582	72	241	267	104
KOXM_25597	335	415	662	327
KOXM_25602	515	343	789	198
KOXM_25607	740	530	863	226
KOXM_25612	46	53	93	11
KOXM_25617	252	357	553	137
KOXM_25622	107	289	402	191
KOXM_25627	116	289	200	95
KOXM_25632	125	150	300	110
KOXM_25637	0	46	116	40
KOXM_25642	63	36	22	36
KOXM_25647	66	96	192	168
KOXM_25652	123	223	37	83
KOXM_25657	11	13	28	0
KOXM_25662	9	6	32	15
KOXM_25667	0	5	34	11
KOXM_25672	10	14	19	7
KOXM_25677	40	33	50	34
KOXM_25702	0	15	10	44
KOXM_25707	0	23	23	17
KOXM_25712	16	40	84	12
KOXM_25717	1	4	40	46
KOXM_25722	0	8	7	0
KOXM_25727	0	0	0	0
KOXM_25732	107	356	159	71
KOXM_25737	689	1149	1002	565
KOXM_25742	1747	2538	1562	1093
KOXM_25747	112	433	564	196
KOXM_25752	60	105	81	21
KOXM_25757	59	175	151	126
KOXM_25762	60	104	150	28
KOXM_25777	42	68	126	58
KOXM_25792	12	12	11	0
KOXM_25797	0	56	0	10
KOXM_25802	0	0	0	0
KOXM_25807	0	10	0	0
KOXM_25812	16	18	34	26
KOXM_25817	17	14	50	7
KOXM_25822	99	139	289	86
KOXM_25827	144	363	521	285
KOXM_25842	40	25	24	27
KOXM_25847	53	28	43	11
KOXM_25852	19	53	107	10
KOXM_25857	99	47	849	156
KOXM_25862	79	110	30	47
KOXM_25867	189	514	241	177
KOXM_25872	133	247	94	207
KOXM_25877	195	187	453	83
KOXM_25892	122	238	314	106
KOXM_25897	10	0	9	16
KOXM_25902	85	129	278	80
KOXM_25907	89	176	400	175
KOXM_25912	140	183	497	123
KOXM_25917	54	215	128	71
KOXM_25922	48	26	96	37
KOXM_25927	77	122	91	40
KOXM_25932	168	284	304	79
KOXM_25937	79	63	114	53
KOXM_25942	4	84	26	82
KOXM_25947	0	0	9	0
KOXM_25952	8	0	28	0
KOXM_25957	90	189	102	71
KOXM_25962	0	0	0	0
KOXM_25967	0	0	14	0
KOXM_25972	34	0	8	8
KOXM_25977	297	383	9012	676
KOXM_25982	35	15	1427	159
KOXM_25987	0	0	984	113
KOXM_25992	54	158	1454	183
KOXM_25997	21	0	109	33
KOXM_26012	19	16	12	0
KOXM_26017	22	0	33	7
KOXM_26040	35	28	20	4
KOXM_26045	17	91	9	25
KOXM_26050	11	17	28	0
KOXM_26055	45	48	11	16
KOXM_26060	5	10	95	94
KOXM_26065	21	11	29	21
KOXM_26070	95	26	164	46
KOXM_26075	61	6	145	129
KOXM_26080	113	303	327	94
KOXM_26085	24	31	44	31
KOXM_26090	148	166	198	108
KOXM_26095	277	216	251	57
KOXM_26100	79	52	25	55
KOXM_26105	0	2	0	0
KOXM_26110	189	214	125	58
KOXM_26115	95	76	105	58
KOXM_26120	83	116	123	47
KOXM_26125	26	27	90	18
KOXM_26130	22	52	106	76
KOXM_26135	29	48	37	35
KOXM_26140	6	34	25	4
KOXM_26145	68	109	316	37
KOXM_26150	0	84	36	0
KOXM_26155	42	0	38	29
KOXM_26160	0	21	26	0
KOXM_26165	19	13	66	0
KOXM_26170	0	17	18	0
KOXM_26175	33	4	143	27
KOXM_26180	100	62	118	61
KOXM_26185	542	941	973	575
KOXM_26190	178	361	469	209
KOXM_26195	56	13	30	49
KOXM_26200	11	114	9	35
KOXM_26215	38	50	76	23
KOXM_26220	6	34	48	0
KOXM_26225	148	109	332	99
KOXM_26230	0	0	19	35
KOXM_26235	85	253	245	223
KOXM_26240	95	381	378	325
KOXM_26245	288	1061	384	447
KOXM_26250	0	7	31	41
KOXM_26255	7	0	0	0
KOXM_26260	0	0	0	0
KOXM_26275	54	91	90	84
KOXM_26300	12	0	0	3
KOXM_26305	0	0	0	0
KOXM_26310	4	0	0	0
KOXM_26315	8	0	8	0
KOXM_26320	0	10	0	0
KOXM_26325	0	0	0	0
KOXM_26330	25	13	11	0
KOXM_26345	0	84	67	42
KOXM_26350	23	28	0	17
KOXM_26355	67	94	130	13
KOXM_26360	106	137	151	172
KOXM_26365	70	38	157	62
KOXM_26370	68	89	64	145
KOXM_26385	0	0	10	0
KOXM_26390	51	132	205	79
KOXM_26395	112	62	109	76
KOXM_26400	58	33	61	39
KOXM_26405	0	0	0	0
KOXM_26410	0	0	25	0
KOXM_26415	0	5	0	0
KOXM_26420	0	0	7	0
KOXM_26425	41	27	32	44
KOXM_26430	0	20	61	10
KOXM_26435	34	42	704	140
KOXM_26440	87	130	1362	345
KOXM_26445	25	0	578	103
KOXM_26450	0	0	377	38
KOXM_26455	0	15	136	28
KOXM_26460	0	32	390	32
KOXM_26485	335	437	605	221
KOXM_26490	0	8	33	13
KOXM_26495	5	0	24	15
KOXM_26520	1533	2245	2399	887
KOXM_26525	295	425	545	245
KOXM_26530	340	408	1077	156
KOXM_26535	708	1179	1166	836
KOXM_26540	17	13	0	45
KOXM_26545	42	46	149	33
KOXM_26550	118	135	447	146
KOXM_26555	197	400	523	216
KOXM_26570	152	230	312	100
KOXM_26575	749	737	648	336
KOXM_26580	524	610	777	333
KOXM_26585	547	933	996	445
KOXM_26590	967	969	838	344
KOXM_26595	115	331	183	107
KOXM_26600	932	1748	2116	410
KOXM_26605	203	405	498	54
KOXM_26610	190	251	473	87
KOXM_26615	379	535	611	149
KOXM_26620	436	726	1012	219
KOXM_26625	89	45	311	79
KOXM_26630	444	315	716	122
KOXM_26635	173	223	344	56
KOXM_26640	339	260	611	173
KOXM_26645	219	350	607	60
KOXM_26650	478	557	607	205
KOXM_26655	2125	2631	3308	1357
KOXM_26660	369	927	552	218
KOXM_26665	245	682	529	67
KOXM_26670	316	343	500	183
KOXM_26675	408	573	657	248
KOXM_26680	146	131	212	81
KOXM_26685	65	0	88	31
KOXM_26690	194	401	587	169
KOXM_26695	393	434	418	269
KOXM_26700	197	538	425	120
KOXM_26705	506	667	875	202
KOXM_26710	228	511	586	145
KOXM_26715	309	339	190	81
KOXM_26720	462	611	1316	268
KOXM_26725	194	573	780	240
KOXM_26730	280	451	368	108
KOXM_26735	315	277	332	89
KOXM_26740	285	348	487	127
KOXM_26745	78	70	108	19
KOXM_26750	0	0	5	7
KOXM_26755	319	565	483	239
KOXM_26760	304	621	549	206
KOXM_26775	833	992	1177	588
KOXM_26780	92	102	127	74
KOXM_26785	0	51	13	52
KOXM_26790	130	158	170	195
KOXM_26905	0	0	14	12
KOXM_26910	858	840	269	81
KOXM_26915	106	159	347	181
KOXM_26920	1	82	33	53
KOXM_26925	30	160	9	66
KOXM_26930	0	39	46	18
KOXM_26935	140	324	515	206
KOXM_26940	309	618	884	309
KOXM_26945	40	24	11	0
KOXM_26950	30	61	69	8
KOXM_26955	147	96	140	164
KOXM_26960	0	0	2	0
KOXM_26965	16	0	4	16
KOXM_26970	16	12	0	3
KOXM_26975	0	21	39	4
KOXM_26980	73	97	111	45
KOXM_26985	51	66	172	21
KOXM_26990	0	40	59	37
KOXM_27010	0	23	59	4
KOXM_27015	22	10	62	16
KOXM_27020	0	16	42	23
KOXM_27035	51	32	45	25
KOXM_27040	23	24	40	25
KOXM_27045	0	0	17	0
KOXM_27050	0	0	0	0
KOXM_27055	0	0	0	0
KOXM_27060	0	0	0	0
KOXM_27065	0	10	5	17
KOXM_27070	21	7	16	0
KOXM_27075	0	21	38	0
KOXM_27080	1	11	0	19
KOXM_27085	9	0	6	8
KOXM_27090	5	37	157	22
KOXM_27095	232	282	340	186
KOXM_27100	0	15	0	25
KOXM_27105	0	0	0	0
KOXM_27110	267	323	262	344
KOXM_27115	56	42	160	78
KOXM_27120	63	19	101	39
KOXM_27125	8	32	49	14
KOXM_27130	0	22	14	14
KOXM_27145	8	54	29	11
KOXM_27150	18	30	96	18
KOXM_27155	42	10	215	82
KOXM_27160	40	20	52	11
KOXM_27165	0	1	0	0
KOXM_27170	5	7	8	12
KOXM_27175	15	0	0	0
KOXM_27180	0	114	794	121
KOXM_27185	19	30	360	103
KOXM_27210	100	58	178	122
KOXM_27215	58	89	159	56
KOXM_27220	15	24	107	0
KOXM_27225	0	0	23	0
KOXM_27230	0	13	0	0
KOXM_27235	15	81	17	0
KOXM_27240	64	157	220	117
KOXM_27245	48	87	242	38
KOXM_27250	2	28	30	6
KOXM_27265	26	141	170	64
KOXM_27270	0	0	17	24
KOXM_27285	102	231	397	236
KOXM_27290	31	110	168	84
KOXM_27295	12	42	91	32
KOXM_27300	6	20	23	13
KOXM_27305	0	11	40	0
KOXM_27310	0	7	32	0
KOXM_27315	37	91	24	68
KOXM_27320	101	303	198	166
KOXM_27325	21	96	30	44
KOXM_27340	5	33	12	21
KOXM_27345	0	0	0	0
KOXM_27350	0	0	13	0
KOXM_27355	0	1	1	0
KOXM_27370	11	24	18	16
KOXM_27375	19	111	85	139
KOXM_27380	0	0	0	3
KOXM_27385	14	12	47	8
KOXM_27390	0	20	108	20
KOXM_27395	0	0	21	5
KOXM_27400	26	17	12	22
KOXM_27405	213	209	241	217
KOXM_27410	54	164	171	70
KOXM_27415	17	115	218	49
KOXM_27420	12	25	29	38
KOXM_27425	177	260	150	165
KOXM_27430	19	12	49	3
KOXM_27435	6	26	39	22
KOXM_27440	22	28	50	0
KOXM_27445	87	0	82	72
KOXM_27460	22	63	105	40
KOXM_27465	39	27	65	20
KOXM_27485	432	764	1151	256
KOXM_27490	122	86	191	168
KOXM_27495	0	44	0	0
KOXM_27500	0	12	28	0
KOXM_27505	8	20	62	39
KOXM_27520	0	3	12	7
KOXM_27525	0	0	0	0
KOXM_27530	0	0	0	0
KOXM_27535	0	0	16	16
KOXM_27540	0	0	0	12
KOXM_27545	0	0	0	0
KOXM_27550	0	0	13	0
KOXM_27565	0	0	0	18
KOXM_27570	0	0	0	0
KOXM_27575	0	0	4	16
KOXM_27590	6	0	21	0
KOXM_27595	0	21	1	19
KOXM_27600	0	14	25	32
KOXM_27605	27	49	74	5
KOXM_27610	0	0	3	0
KOXM_27615	9	0	0	0
KOXM_27620	0	65	128	21
KOXM_27625	42	42	192	34
KOXM_27630	56	52	264	50
KOXM_27635	57	94	150	5
KOXM_27640	56	78	122	0
KOXM_27645	0	16	33	23
KOXM_27650	29	9	37	0
KOXM_27655	0	5	29	0
KOXM_27660	47	62	198	14
KOXM_27665	7	70	23	33
KOXM_27670	123	153	102	139
KOXM_27675	15	29	21	0
KOXM_27690	0	30	24	19
KOXM_27695	29	51	141	53
KOXM_27700	45	9	154	57
KOXM_27705	0	84	53	93
KOXM_27710	0	9	14	10
KOXM_27715	30	75	127	12
KOXM_27720	29	132	313	58
KOXM_27735	8	99	28	75
KOXM_27740	5	19	263	124
KOXM_27745	15	61	93	0
KOXM_27750	0	10	18	4
KOXM_27755	0	0	0	0
KOXM_27760	0	0	0	6
KOXM_27765	9	8	0	0
KOXM_27770	0	21	43	22
KOXM_27775	0	10	15	0
KOXM_27780	0	0	0	0
KOXM_27785	17	37	58	0
KOXM_27790	0	0	25	0
KOXM_27795	6	27	14	0
KOXM_27800	0	0	0	0
KOXM_27805	0	0	0	18
KOXM_27810	12	14	0	19
KOXM_27815	0	6	16	23
KOXM_27820	0	0	11	0
KOXM_27825	0	14	49	16
KOXM_27830	0	0	12	0
KOXM_27835	0	0	14	0
KOXM_27840	0	18	570	5
KOXM_27845	158	71	1259	64
KOXM_27850	0	0	0	0
KOXM_27865	0	0	0	0
KOXM_27870	0	0	0	0
KOXM_27875	56	29	45	21
KOXM_27880	0	19	0	15
KOXM_27885	16	13	39	43
KOXM_27890	0	0	0	0
KOXM_27895	66	86	213	86
KOXM_27900	32	79	63	16
KOXM_27905	282	523	661	210
KOXM_27910	4	74	115	119
KOXM_27915	170	240	179	247
KOXM_27920	20	37	55	7
KOXM_27925	16	0	33	62
KOXM_27930	0	5	53	0
KOXM_27935	9	0	0	0
KOXM_27940	0	0	0	0
KOXM_27945	12	0	0	0
KOXM_27950	13	0	0	0
KOXM_27955	197	164	271	112
KOXM_27960	301	349	611	294
KOXM_27965	0	14	16	0
KOXM_27970	14	0	0	0
KOXM_27975	62	82	100	51
KOXM_27980	36	153	169	57
KOXM_27985	60	327	212	85
KOXM_27990	88	499	136	114
KOXM_27995	0	0	15	0
KOXM_28000	25	18	25	12
KOXM_28005	142	130	75	34
KOXM_28010	34	26	88	38
KOXM_28015	5	32	20	5
KOXM_28020	0	28	50	56
KOXM_28025	5	48	55	43
KOXM_28030	0	24	12	1
KOXM_28035	129	166	134	93
KOXM_28040	7	17	368	0
KOXM_28045	115	410	1795	92
KOXM_28050	208	139	670	203
KOXM_28055	17	91	21	58
KOXM_28060	0	0	15	40
KOXM_28065	0	29	15	24
KOXM_28070	39	24	68	61
KOXM_28075	0	0	26	32
KOXM_28080	0	14	0	13
KOXM_28085	0	29	30	17
KOXM_28090	27	57	166	95
KOXM_28095	233	8	166	17
KOXM_28100	224	3	100	11
KOXM_28105	237	0	157	6
KOXM_28110	112	0	11	0
KOXM_28115	152	0	88	7
KOXM_28120	24	0	14	0
KOXM_28125	27	0	19	0
KOXM_28130	16	6	53	0
KOXM_28135	86	35	59	0
KOXM_28150	0	0	0	0
KOXM_28155	0	0	0	0
KOXM_28160	0	0	29	15
KOXM_28165	5	16	7	39
KOXM_28170	41	12	35	0
KOXM_28175	1	0	0	0
KOXM_28180	197	358	307	182
KOXM_28185	47	14	46	83
KOXM_28190	105	158	310	68
KOXM_28205	94	88	164	99
KOXM_28210	238	331	284	140
KOXM_28215	73	113	172	102
KOXM_28220	26	173	179	91
KOXM_28225	20	35	31	24
KOXM_28230	0	0	8	5
KOXM_28235	15	29	0	49
KOXM_28240	9	69	9	22
KOXM_28245	91	755	291	666
KOXM_28250	36	75	84	62
KOXM_28255	0	31	117	25
KOXM_28260	0	0	55	64
KOXM_28265	29	116	395	153
KOXM_28270	0	0	33	0
KOXM_28275	145	198	268	138
KOXM_28280	80	82	74	80
KOXM_28285	0	22	19	11
KOXM_28290	90	140	555	65
KOXM_28295	85	85	201	60
KOXM_28300	121	74	187	96
KOXM_28305	0	10	67	14
KOXM_28310	43	0	84	45
KOXM_28315	0	9	39	20
KOXM_28320	16	0	10	10
KOXM_28325	16	0	44	28
KOXM_28330	7	0	0	29
KOXM_28335	18	58	36	16
KOXM_28340	0	24	99	1
KOXM_28345	56	90	117	18
KOXM_28350	0	27	17	0
KOXM_28355	123	141	313	119
KOXM_28360	13	1	11	0
KOXM_28365	0	0	0	22
KOXM_28370	59	49	109	80
KOXM_28375	22	23	88	21
KOXM_28380	63	91	176	17
KOXM_28385	0	22	10	0
KOXM_28390	0	32	0	20
KOXM_28395	0	44	47	0
KOXM_28400	0	0	18	3
KOXM_28405	0	0	20	37
KOXM_28410	0	0	11	0
KOXM_28415	0	0	25	0
KOXM_28420	0	0	0	0
KOXM_28425	7	65	124	57
KOXM_28430	18	30	17	25
KOXM_28435	38	8	30	56
KOXM_28440	9	1	91	55
KOXM_28445	0	85	63	0
KOXM_28450	20	67	22	10
KOXM_28455	16	46	65	83
KOXM_28460	71	47	116	63
KOXM_28465	0	0	0	0
KOXM_28470	0	66	92	60
KOXM_28475	12	61	20	19
KOXM_28480	0	0	13	0
KOXM_28485	93	25	229	64
KOXM_28490	0	8	7	0
KOXM_28495	0	15	43	24
KOXM_28500	0	0	0	0
KOXM_28505	1	0	0	0
KOXM_28510	0	0	31	30
KOXM_28515	0	0	9	6
KOXM_28520	7	0	66	30
KOXM_28525	0	0	15	0
KOXM_28530	0	0	0	0
KOXM_28535	0	0	32	0
KOXM_28540	41	34	27	16
KOXM_28545	13	26	51	0
KOXM_28550	358	311	878	89
KOXM_28555	149	120	308	47
KOXM_28560	21	36	47	8
KOXM_28565	0	0	0	0
KOXM_28570	0	0	0	0
KOXM_28575	0	0	0	0
KOXM_28580	0	0	0	0
KOXM_28585	0	0	37	14
KOXM_28590	14	12	0	0
KOXM_28595	0	0	21	0
KOXM_28600	0	0	3	5
KOXM_28605	0	0	0	0
KOXM_28610	0	0	0	0
KOXM_28615	0	0	0	0
KOXM_28620	0	0	0	0
KOXM_28625	58	151	515	137
KOXM_28630	0	8	49	14
KOXM_28635	1	45	49	0
KOXM_28640	7	0	19	18
KOXM_28645	9	0	20	0
KOXM_28650	0	0	0	0
KOXM_28655	0	0	0	0
KOXM_28660	0	0	0	0
KOXM_28665	0	0	0	0
KOXM_28670	88	157	269	114
KOXM_28675	114	267	264	181
KOXM_28680	64	219	237	57
KOXM_28685	124	85	173	119
KOXM_28690	131	36	137	66
KOXM_28695	271	390	580	265
KOXM_28710	624	1509	955	861
KOXM_28715	98	208	54	60
KOXM_28730	18	191	112	334
KOXM_28735	58	29	21	9
KOXM_28740	71	143	215	99
KOXM_28745	200	268	750	276
KOXM_28750	104	121	346	78
KOXM_28755	55	96	346	141
KOXM_28760	120	101	382	101
KOXM_28765	42	31	73	34
KOXM_28770	281	220	695	145
KOXM_28775	15	84	91	27
KOXM_28780	350	381	267	192
KOXM_28785	1008	1603	1277	855
KOXM_28790	111	102	68	78
KOXM_28795	111	152	256	77
KOXM_28800	26	105	86	69
KOXM_28805	38	100	137	102
KOXM_28810	42	19	45	44
KOXM_28825	0	8	17	27
KOXM_28830	308	355	496	262
KOXM_28835	224	187	254	113
KOXM_28840	101	165	174	127
KOXM_28845	115	150	315	154
KOXM_28850	1255	376	1399	524
KOXM_28875	408	637	3266	579
KOXM_28880	131	206	742	191
KOXM_28885	62	35	37	33
KOXM_28890	52	86	31	56
KOXM_28895	32	22	9	20
KOXM_28900	0	10	35	6
KOXM_28905	40	22	67	15
KOXM_28910	0	0	26	21
KOXM_28915	16	18	43	9
KOXM_28920	16	0	34	20
KOXM_28925	353	647	184	400
KOXM_28930	78	182	42	119
KOXM_28935	146	251	174	168
KOXM_28940	4	80	203	12
KOXM_28945	206	252	438	234
KOXM_28950	93	155	223	83
KOXM_28955	56	41	68	35
KOXM_28960	0	0	11	0
KOXM_28965	92	70	195	135
KOXM_28970	0	0	0	0
KOXM_28975	0	4	14	41
KOXM_28980	20	15	22	41
KOXM_28985	0	0	0	0
KOXM_28990	0	0	0	0
KOXM_28995	0	0	0	0
KOXM_29000	284	289	3472	482
KOXM_29005	95	185	223	77
KOXM_29010	1469	1987	1865	676
KOXM_29015	486	658	708	318
KOXM_29020	781	1209	1351	698
KOXM_29025	0	0	0	0
KOXM_29030	36	59	33	48
KOXM_29035	69	27	189	30
KOXM_29040	230	366	509	185
KOXM_29045	7	24	47	134
KOXM_29050	275	278	398	160
KOXM_29055	13	5	0	0
KOXM_29060	0	0	34	0
KOXM_29065	0	0	15	0
KOXM_29070	0	0	0	0
KOXM_29075	90	62	173	40
KOXM_29080	0	0	0	0
KOXM_29085	0	9	6	0
KOXM_29090	779	774	1357	327
KOXM_29095	0	0	82	44
KOXM_29100	12	43	36	32
KOXM_29105	0	7	13	5
KOXM_29110	0	0	0	0
KOXM_29115	97	184	63	96
KOXM_29120	930	1242	962	550
KOXM_29125	0	25	47	11
KOXM_29130	33	18	76	1
KOXM_29135	17	28	43	0
KOXM_29140	48	85	116	33
KOXM_29145	0	0	0	0
KOXM_29150	519	909	586	384
KOXM_29155	259	347	392	160
KOXM_29160	20	29	38	0
KOXM_29165	5	46	49	56
KOXM_29170	8	11	15	36
KOXM_29175	145	54	109	82
KOXM_29180	175	545	489	328
KOXM_29185	526	1258	841	689
KOXM_29190	274	487	458	191
KOXM_29195	131	153	51	52
KOXM_29200	116	208	204	134
KOXM_29205	651	729	788	306
KOXM_29210	428	483	721	226
KOXM_29215	495	567	1023	355
KOXM_29220	99	107	131	25
KOXM_29225	0	29	40	6
KOXM_29230	6	82	108	18
KOXM_29235	0	5	0	0
KOXM_29240	0	21	101	12
KOXM_29245	45	44	152	8
KOXM_29250	59	16	38	11
KOXM_29255	35	132	396	263
KOXM_29260	116	607	1049	491
KOXM_29265	144	201	241	123
KOXM_29270	164	231	198	114
KOXM_29275	57	92	33	39
KOXM_29280	31	42	96	19
KOXM_29285	0	0	27	0
KOXM_29290	14	0	6	0
KOXM_29295	0	3	0	0
KOXM_29300	0	0	2	0
KOXM_29305	0	0	8	0
KOXM_29310	0	0	0	13
KOXM_29315	0	0	21	0
KOXM_29320	0	0	0	0
KOXM_29325	0	0	0	0
KOXM_29330	0	0	0	0
KOXM_29335	0	0	0	0
KOXM_29340	0	0	0	0
KOXM_29345	0	0	0	0
KOXM_29350	0	0	0	0
KOXM_29355	0	0	0	0
KOXM_29360	0	0	0	0
KOXM_29365	0	0	0	0
KOXM_29370	0	0	0	0
KOXM_29375	3581	5258	7550	2544
KOXM_29380	22	53	8	30
KOXM_29385	297	426	496	216
KOXM_29390	76	77	111	63
KOXM_29395	69	147	126	90
KOXM_29400	54	104	200	149
KOXM_29405	222	451	708	162
KOXM_29410	108	191	238	128
KOXM_29415	91	112	250	41
KOXM_29420	728	737	1000	570
KOXM_29425	127	156	284	96
KOXM_29430	73	103	111	76
KOXM_29435	66	206	336	89
