gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
infB_locusTag_BN877_I0083	0	0	0	0	0	0	0	0	2	0
infC_locusTag_BN877_I0252	111	42	1139	4930	493	86	1639	5426	1092	2354
insD_locusTag_BN877_I1923	0	0	8	15	5	0	40	98	15	85
insD_locusTag_BN877_I1924	10	0	40	309	3	7	0	49	0	57
insF_locusTag_BN877_p0263	0	0	8	117	54	3	39	81	15	46
insF_locusTag_BN877_p0264	0	0	27	24	6	2	17	68	8	40
iolB1_locusTag_BN877_II0239	2	0	23	73	26	7	13	66	9	75
iolB_locusTag_BN877_p0459	0	0	14	33	13	12	29	41	0	32
iolB_locusTag_BN877_p0460	2	0	29	46	15	3	31	125	6	45
iolC1_locusTag_BN877_II0236	0	0	30	149	30	22	19	105	10	75
iolC2_locusTag_BN877_p0456	0	0	25	29	3	0	28	48	26	6
iolD1_locusTag_BN877_II0237	0	11	8	71	0	2	22	160	25	109
iolD2_locusTag_BN877_p0457	0	0	29	121	24	1	44	76	20	30
iolE1_locusTag_BN877_II0238	0	0	35	35	12	9	20	82	33	85
iolE2_locusTag_BN877_p0458	3	0	19	123	20	0	49	147	19	99
iolE3_locusTag_BN877_p0463	0	0	4	43	29	0	0	34	7	37
iolG1_locusTag_BN877_II0197	0	0	7	22	4	0	5	40	0	0
iolG2_locusTag_BN877_p0454	0	0	16	43	5	0	0	74	0	0
iolG3_locusTag_BN877_p0464	1	0	33	86	19	2	13	91	25	19
iolH1_locusTag_BN877_II0198	0	11	1	24	2	0	0	1	0	6
iolH2_locusTag_BN877_p0453	0	0	0	33	13	1	0	41	22	0
irr_locusTag_BN877_I0151	0	0	298	927	121	35	242	449	59	257
iscA_locusTag_BN877_p0295	0	0	0	0	0	0	0	0	0	0
iscS_locusTag_BN877_I1933	19	37	2538	7085	331	193	310	619	385	1396
ispB_locusTag_BN877_I0601	29	23	358	769	504	32	481	1910	515	1150
ispDF_locusTag_BN877_I1401	20	0	128	432	167	31	139	270	94	302
ispE_locusTag_BN877_I0599	6	4	97	184	79	28	229	420	84	353
ispG_locusTag_BN877_I2808	65	36	735	2434	457	137	447	1294	262	687
ispH_locusTag_BN877_I0752	52	19	728	2064	508	94	632	1442	430	1140
ispU_locusTag_BN877_I1364	2	0	142	482	121	10	279	650	240	279
ivd_locusTag_BN877_II0493	10	25	14	369	66	64	41	213	71	207
katE_locusTag_BN877_II1832	0	0	44	100	1	0	40	135	43	70
katG_locusTag_BN877_II1723	32	54	444	1409	383	153	1118	2905	586	1499
kbaZ_locusTag_BN877_II0153	1	0	8	38	5	3	0	22	0	19
kdgD_locusTag_BN877_II0124	11	0	0	50	0	0	11	24	17	3
kdgF_locusTag_BN877_II0130	0	0	26	52	33	3	27	70	53	93
kdgK_locusTag_BN877_I2381	0	2	48	216	20	5	74	125	25	88
kdpA_locusTag_BN877_II0744	0	0	9	20	9	9	8	93	0	77
kdpB_locusTag_BN877_II0742	0	0	31	12	0	16	27	26	0	39
kdpC_locusTag_BN877_II0741	0	0	1	29	0	0	10	47	0	7
kdpD_locusTag_BN877_II0740	0	1	56	77	51	4	191	355	54	129
kdpE_locusTag_BN877_II0739	13	0	15	22	36	0	49	172	25	48
kdsA_locusTag_BN877_I1384	0	1	120	320	48	5	169	289	23	254
kdsB_locusTag_BN877_I0096	27	0	173	699	121	20	271	775	184	412
kdtA_locusTag_BN877_I0671	29	37	459	1505	435	67	979	2607	703	1472
kdtA_locusTag_BN877_I0672	0	6	150	183	38	17	236	651	352	350
kdtB_locusTag_BN877_I1643	12	10	148	595	99	28	297	812	58	291
kduD_locusTag_BN877_II0125	0	0	0	12	3	0	0	27	0	0
kduI_locusTag_BN877_II0126	0	0	0	6	9	6	0	13	0	56
kduI_locusTag_BN877_II0127	0	0	0	0	7	0	0	0	0	0
kefBC_locusTag_BN877_I1653	17	0	368	742	317	62	361	551	220	364
kefB_locusTag_BN877_I0667	4	12	106	348	191	27	247	857	117	340
kgtP_locusTag_BN877_II1143	26	13	470	1174	162	66	352	621	144	753
kka_locusTag_BN877_I2156	0	0	23	32	34	14	0	28	23	23
kka_locusTag_BN877_I2157	0	10	45	121	63	9	39	74	18	117
kpsF_locusTag_BN877_II0727	20	8	166	580	210	57	302	830	209	552
ksgA_locusTag_BN877_I1091	1	0	54	99	3	3	100	216	100	170
kup_locusTag_BN877_I0688	0	12	128	440	76	41	195	421	62	331
lacF_locusTag_BN877_II0135	0	0	8	3	0	0	3	0	0	0
lacK_locusTag_BN877_p0610	0	0	0	44	0	0	0	5	0	4
lacK_locusTag_BN877_p0611	0	0	7	2	8	0	0	39	0	0
ldhA_locusTag_BN877_II1033	8	0	51	184	59	0	220	527	17	221
lemA_locusTag_BN877_I0609	21	6	151	386	235	25	348	936	186	739
lepA_locusTag_BN877_I0239	7	21	660	1324	286	95	462	856	135	1102
lepB_locusTag_BN877_I1021	115	141	966	15455	671	182	860	2040	514	1121
leuA_locusTag_BN877_I2345	61	41	1164	3466	784	133	703	1741	349	1387
leuB_locusTag_BN877_I2879	6	15	598	925	134	84	144	332	116	643
leuC_locusTag_BN877_I2795	51	38	500	2014	688	70	1244	2584	339	934
leuD_locusTag_BN877_I2878	254	41	664	3225	1776	165	1953	3873	1116	1925
leuS_locusTag_BN877_I2832	75	11	2261	4083	807	110	490	1107	321	1273
leuS_locusTag_BN877_I2833	7	9	267	406	136	1	200	868	204	452
lexA_locusTag_BN877_I1377	119	19	859	1535	1195	166	947	1944	1035	3414
lgt_locusTag_BN877_I2286	31	0	257	850	138	44	468	941	127	695
ligA_locusTag_BN877_I2158	13	3	123	436	198	36	221	419	99	247
lipA_locusTag_BN877_I1394	72	4	591	2074	502	113	845	1814	413	1335
lipB_locusTag_BN877_I1526	8	8	340	852	234	24	109	243	90	150
livF_locusTag_BN877_I2502	0	10	402	370	50	38	114	286	124	413
livG_locusTag_BN877_I2503	15	7	345	341	92	40	56	217	126	137
livH_locusTag_BN877_I2505	3	43	641	977	246	66	362	510	94	372
livK_locusTag_BN877_I2500	58	32	1926	1115	857	278	792	1564	486	1363
livM_locusTag_BN877_I2504	8	5	843	1254	202	106	87	532	118	632
lldA_locusTag_BN877_II1032	8	5	56	146	75	7	36	233	11	130
lnt_locusTag_BN877_I0361	13	21	202	1182	207	91	539	1028	256	617
lolC_locusTag_BN877_I1269	0	66	239	759	199	35	897	1530	405	836
lolD_locusTag_BN877_I1270	0	11	81	287	62	19	202	447	168	372
lon_locusTag_BN877_I1242	965	979	20958	33291	9082	1595	6793	18857	5074	12463
lpcC_locusTag_BN877_I2254	11	18	171	613	119	75	339	732	92	413
lpdA1_locusTag_BN877_I1392	10	2	354	924	167	42	1047	2782	379	1347
lpdA2_locusTag_BN877_I2717	55	29	267	700	172	59	268	807	314	923
lppA_locusTag_BN877_I0957	35	52	327	1464	307	123	430	785	153	614
lptB_locusTag_BN877_I0334	23	21	324	722	119	47	225	482	148	602
lpxA_locusTag_BN877_I1370	12	5	335	611	100	51	109	224	103	263
lpxB_locusTag_BN877_I1372	12	16	95	184	62	2	116	123	47	256
lpxC_locusTag_BN877_I2161	242	139	17291	33786	1397	767	2625	3998	2035	3585
lpxD_locusTag_BN877_I1368	34	6	429	1690	311	120	484	993	194	976
lpxK_locusTag_BN877_I0673	14	2	121	712	107	6	221	345	138	266
lrp_locusTag_BN877_II0429	7	0	67	177	59	16	127	281	126	210
lspA_locusTag_BN877_I0342	2	4	36	193	24	18	39	57	30	161
lspL_locusTag_BN877_II1279	0	13	53	44	24	14	311	343	57	358
ltaE_locusTag_BN877_II0738	6	4	174	418	223	51	118	328	90	354
lysA_locusTag_BN877_II0605	0	25	118	615	128	35	279	347	115	406
lysC_locusTag_BN877_II1302	5	34	823	2008	408	169	332	1108	249	1058
lysN_locusTag_BN877_I2093	16	0	160	489	178	39	352	666	95	414
lysS_locusTag_BN877_II0278	35	13	771	2035	262	90	332	1125	420	1162
macB_locusTag_BN877_I1920	20	7	57	197	82	5	3	16	70	98
macB_locusTag_BN877_I1921	0	4	78	87	148	7	78	179	82	92
manB_locusTag_BN877_I2454	9	10	228	361	209	43	256	548	89	300
manC_locusTag_BN877_II1481	20	32	395	712	305	107	320	957	118	459
maoC_locusTag_BN877_p0414	0	0	0	14	5	0	9	13	9	25
map1_locusTag_BN877_I1571	11	21	160	443	191	6	155	225	127	316
map2_locusTag_BN877_I2390	24	16	234	866	92	50	158	355	39	205
matE_locusTag_BN877_II0839	0	0	0	24	0	3	0	7	0	20
matE_locusTag_BN877_II0840	0	0	17	24	10	6	19	48	12	38
mauG_locusTag_BN877_I2880	9	40	110	148	163	18	991	2652	258	602
mazG_locusTag_BN877_I1508	10	0	59	108	69	5	159	395	59	213
mcpC_locusTag_BN877_p0132	123	6	297	727	210	96	327	917	252	871
mcpE_locusTag_BN877_I0491	132	14	377	663	215	56	446	609	211	766
mcpE_locusTag_BN877_I0492	15	5	82	52	18	8	46	76	0	28
mdeA1_locusTag_BN877_p0242	17	0	133	624	41	3	89	395	56	149
mdeA2_locusTag_BN877_p0261	0	0	0	0	0	0	0	0	0	5
mdeA3_locusTag_BN877_p0348	0	0	0	0	0	0	0	0	0	0
mdh_locusTag_BN877_I2724	10	23	954	1637	306	197	375	885	285	1051
mdtC_locusTag_BN877_II1570	164	65	38	166	612	30	374	766	398	626
mdtC_locusTag_BN877_II1571	151	32	27	193	1508	6	224	503	380	715
mdtG_locusTag_BN877_p0137	0	0	32	54	0	9	12	0	0	6
mdtG_locusTag_BN877_p0138	0	0	17	10	0	0	0	29	0	0
melA1_locusTag_BN877_II1755	0	0	16	35	14	5	19	39	17	80
melA2_locusTag_BN877_II1760	4	0	38	53	4	12	47	96	63	80
metA_locusTag_BN877_I2803	11	9	143	439	90	27	278	357	121	325
metB_locusTag_BN877_p0249	0	0	22	179	8	4	28	42	8	55
metC1_locusTag_BN877_I1234	31	0	228	414	323	77	280	622	299	606
metC2_locusTag_BN877_I1544	25	22	333	602	326	45	391	834	69	810
metF_locusTag_BN877_I2194	41	19	55	803	457	50	527	1265	147	448
metF_locusTag_BN877_I2195	153	76	496	4324	1813	203	1118	2708	554	2206
metG_locusTag_BN877_I1469	5	24	518	1072	276	73	420	1113	95	773
metH_locusTag_BN877_I2223	109	24	341	1882	707	109	533	1825	547	1368
metI_locusTag_BN877_II0264	3	19	136	419	36	35	77	252	44	429
metK_locusTag_BN877_I0363	31	21	296	643	611	98	497	1107	283	1232
metN_locusTag_BN877_II0265	66	7	322	1947	373	53	486	1585	386	1205
metQ_locusTag_BN877_II0263	23	22	401	1747	263	367	938	2394	747	2147
metZ_locusTag_BN877_I0437	48	4	334	789	236	66	356	707	106	753
mfppA_locusTag_BN877_I0630	14	5	70	234	96	13	199	485	190	398
mfpsA_locusTag_BN877_I0631	17	10	64	257	95	48	109	361	30	102
mgsA_locusTag_BN877_I0182	0	0	32	119	82	7	139	247	153	189
mhqO_locusTag_BN877_II1106	0	0	50	740	3	0	21	91	20	66
miaA_locusTag_BN877_I2115	0	0	34	192	38	0	25	192	55	73
minC_locusTag_BN877_II1599	15	6	280	1152	423	43	1926	4808	656	1272
minD_locusTag_BN877_II1600	28	12	259	1099	362	40	1817	4114	459	1350
minE_locusTag_BN877_II1601	0	0	2	63	6	13	74	233	50	90
mmgC_locusTag_BN877_II0490	4	11	113	620	90	30	98	108	137	336
mmgC_locusTag_BN877_II0491	15	4	17	37	40	43	8	46	35	79
mmsa_locusTag_BN877_I0200	52	113	1571	329	386	104	3019	5548	413	1044
mnhA_locusTag_BN877_I0896	0	5	241	355	33	34	78	58	13	187
mnhB_locusTag_BN877_I0897	0	0	34	14	11	0	13	12	0	15
mnhC_locusTag_BN877_I0898	0	0	11	21	0	0	0	22	0	28
mnhD_locusTag_BN877_I0899	0	0	57	91	9	0	36	58	0	48
mnhE_locusTag_BN877_I0900	0	0	10	33	12	7	0	18	0	8
mnhF_locusTag_BN877_I0901	0	0	24	33	0	0	17	0	0	0
mnhG_locusTag_BN877_I0902	0	0	9	14	0	0	0	0	0	11
moaA_locusTag_BN877_I1655	54	105	719	2163	1108	52	564	1354	566	1148
moaB_locusTag_BN877_I0598	9	0	55	236	29	29	43	127	9	131
moaC_locusTag_BN877_I1649	0	0	54	223	52	43	21	132	51	63
moaD_locusTag_BN877_I1117	6	0	0	46	28	0	0	49	29	34
moaE_locusTag_BN877_I1116	0	5	32	54	25	4	49	203	27	110
mobA_locusTag_BN877_I1658	0	0	1	39	2	0	16	7	0	0
mobB_locusTag_BN877_I1659	0	0	8	24	12	0	0	41	0	1
modA_locusTag_BN877_I2647	1	2	186	83	90	5	6	31	42	174
modB_locusTag_BN877_I2648	0	0	88	76	72	11	40	20	0	35
modC_locusTag_BN877_I2649	0	4	84	64	53	2	23	22	0	39
modC_locusTag_BN877_I2650	0	0	18	30	28	0	61	109	5	31
motA_locusTag_BN877_I0536	17	0	56	228	125	19	383	797	118	403
motB_locusTag_BN877_I0544	0	0	135	137	61	18	287	801	118	308
motC_locusTag_BN877_I0545	0	0	64	89	33	17	266	412	6	207
motC_locusTag_BN877_I0546	0	4	153	196	49	35	344	662	56	251
mqo_locusTag_BN877_I0790	7	28	419	1254	174	75	94	244	218	522
mraW_locusTag_BN877_I2177	46	13	191	877	249	135	1611	4142	517	1051
mraY_locusTag_BN877_I2172	9	0	157	523	58	22	553	1024	343	429
mraZ_locusTag_BN877_I2178	149	59	491	1755	1289	333	4804	11240	2386	4266
mscL_locusTag_BN877_I0505	30	15	199	402	177	64	296	362	176	904
msrA_locusTag_BN877_I0123	157	28	849	1321	1430	91	128	732	165	713
msrB_locusTag_BN877_I0895	63	33	1209	2201	955	82	197	588	268	1152
mtbA_locusTag_BN877_I2573	0	0	3	80	0	0	36	39	0	86
mtgA_locusTag_BN877_I2805	3	15	129	351	73	68	225	337	139	249
mtlK_locusTag_BN877_II0296	0	0	2	26	0	11	0	38	22	0
murA_locusTag_BN877_I0516	28	2	608	1604	227	79	521	1408	269	865
murB_locusTag_BN877_I2167	12	17	292	773	309	85	672	1383	303	684
murC_locusTag_BN877_I2168	3	1	151	496	96	34	563	1226	85	591
murD_locusTag_BN877_I2171	12	20	155	462	75	59	529	957	199	368
murE_locusTag_BN877_I2174	36	18	481	1172	188	175	1114	2625	381	968
murG_locusTag_BN877_I2169	0	0	124	322	58	49	327	1080	243	322
murI_locusTag_BN877_I1976	2	0	125	304	48	8	123	201	71	123
murI_locusTag_BN877_I1977	0	5	231	630	207	4	145	425	120	383
murJ_locusTag_BN877_I0347	2	0	85	314	27	32	171	208	56	158
murJ_locusTag_BN877_I0348	0	2	50	141	2	8	35	26	25	0
mutA_locusTag_BN877_II0585	1	6	165	265	59	31	78	323	96	219
mutL_locusTag_BN877_I0675	13	0	100	339	123	45	121	439	220	308
mutM_locusTag_BN877_I0321	0	0	227	361	41	1	59	108	10	87
mutS_locusTag_BN877_I0345	16	20	274	655	168	48	333	668	230	699
mutY_locusTag_BN877_I0776	0	8	121	435	43	8	50	144	63	147
nac_locusTag_BN877_II1319	10	0	56	214	168	11	175	497	178	428
nadA_locusTag_BN877_II1227	58	75	1113	1888	233	55	151	405	174	827
nadB_locusTag_BN877_II1226	17	12	157	617	106	40	286	649	142	382
nadC_locusTag_BN877_II1225	16	0	23	107	10	11	169	420	84	153
nagA_locusTag_BN877_I2693	1	0	57	122	11	19	30	60	46	40
nahF_locusTag_BN877_p0367	6	0	30	126	73	11	34	188	1	10
napA_locusTag_BN877_p0555	243	193	350	838	2387	160	11260	34132	3044	7113
napB_locusTag_BN877_p0556	18	0	11	72	36	9	780	1427	164	354
napC_locusTag_BN877_p0557	84	20	79	106	454	15	3448	6751	679	1611
napE_locusTag_BN877_p0552	40	0	33	66	200	41	1172	3734	442	1176
napE_locusTag_BN877_p0553	0	0	0	5	0	0	0	8	0	0
nasA_locusTag_BN877_II0999	11	0	97	974	27	0	22	33	38	105
ndk_locusTag_BN877_I1111	34	19	1618	4273	608	107	668	1280	486	1715
ndvA_locusTag_BN877_I2813	244	255	3409	17776	875	332	1428	3179	1083	2497
ndvB_locusTag_BN877_I2815	100	60	3461	13971	703	593	2549	5333	1608	4823
nemA_locusTag_BN877_I2260	219	151	474	6642	502	161	1073	2770	486	1190
nicT_locusTag_BN877_p0415	0	0	8	66	3	4	20	40	0	4
nifA	0	0	0	0	0	3	0	0	0	0
nifA_locusTag_BN877_p0302	0	0	0	0	0	0	0	0	0	0
nifB	108	3614	131749	198451	10076	3	0	0	3958	10017
nifB_locusTag_BN877_p0304	0	0	0	0	0	0	0	0	0	0
nifD	653	12429	208985	380752	23124	15	0	0	10598	34128
nifD_locusTag_BN877_p0284	0	0	4	10	0	0	0	0	0	0
nifE	441	13719	218297	497837	22077	15	0	0	4957	15708
nifE_locusTag_BN877_p0282	0	0	0	0	0	0	0	0	0	0
nifF	355	2221	75275	115999	15481	1367	0	0	4494	9021
nifH	1244	47400	328717	611377	22849	46	0	0	9501	24051
nifH_locusTag_BN877_p0285	2	0	0	9	0	0	0	0	0	0
nifJ	656	17764	406731	778558	29387	19	0	0	9199	27490
nifK	912	15744	266123	473659	30180	27	0	0	10594	32848
nifK_locusTag_BN877_p0283	0	0	0	0	0	0	0	0	0	0
nifL	0	0	0	0	0	9	0	0	0	0
nifM	537	5347	187165	316451	17986	50	0	0	4943	12206
nifN	106	6420	155502	265748	11367	15	0	0	3517	10734
nifN_locusTag_BN877_p0281	0	0	0	0	0	0	0	0	0	0
nifQ	856	1694	69820	83439	10254	1	0	0	11106	25052
nifQ_locusTag_BN877_p0291	0	0	0	0	0	0	0	0	0	0
nifR_locusTag_BN877_I1402	42	12	281	853	216	55	172	520	116	393
nifS	1720	15219	278022	633118	53870	170	0	0	18470	47005
nifS_locusTag_BN877_p0296	0	0	0	0	0	0	0	0	0	0
nifT	0	0	0	0	0	0	0	0	0	0
nifU	1672	11697	303296	525255	72361	71	0	0	24754	64720
nifV	644	7743	224982	413260	34588	358	0	0	9714	28544
nifW	114	1900	34694	92095	7426	2	0	0	3336	8378
nifW_locusTag_BN877_p0297	0	0	0	0	0	0	0	0	0	0
nifX	0	0	0	0	0	0	0	0	0	0
nifX_locusTag_BN877_p0280	0	0	0	0	0	0	0	0	0	0
nifY	87	3797	55489	130399	3139	0	0	0	1739	6150
nifZ	90	1407	36054	86113	7813	31	0	0	2121	4836
nifZ_locusTag_BN877_p0305	0	0	0	0	0	0	0	0	0	0
nikA_locusTag_BN877_I1185	0	0	71	71	12	12	78	46	11	53
nikB_locusTag_BN877_I1181	0	0	24	257	21	1	34	110	13	30
nikC_locusTag_BN877_I1182	6	5	23	113	13	3	86	153	78	53
nikD_locusTag_BN877_I1183	42	1	70	109	78	7	75	212	87	166
nikE_locusTag_BN877_I1184	0	9	80	86	23	0	33	102	8	37
nirB_locusTag_BN877_II0997	21	5	208	1452	111	15	20	23	36	164
nirD_locusTag_BN877_II0998	3	0	16	66	3	0	0	0	0	0
nirK_locusTag_BN877_p0528	136	35	0	387	1636	277	10288	43079	2701	10265
nirK_locusTag_BN877_p0529	0	0	0	2	0	0	0	14	0	8
nocQ_locusTag_BN877_I1988	0	11	125	300	97	42	104	225	30	230
nocQ_locusTag_BN877_I1989	0	0	60	105	13	1	130	123	45	142
nodA_locusTag_BN877_p0334	0	0	0	16	4	0	16	27	0	12
nodB_locusTag_BN877_p0333	0	0	9	10	0	0	0	14	0	24
nodC_locusTag_BN877_p0332	0	0	39	124	67	6	127	312	49	210
nodD1_locusTag_BN877_p0346	4	0	57	187	43	0	74	89	51	81
nodD1_locusTag_BN877_p0347	0	0	0	13	10	0	20	23	0	5
nodD2_locusTag_BN877_p0276	0	0	36	27	0	0	16	37	17	32
nodE_locusTag_BN877_p0335	0	0	11	66	29	6	31	190	29	105
nodF_locusTag_BN877_p0336	0	0	0	9	0	0	0	0	0	0
nodF_locusTag_BN877_p0337	0	0	0	12	11	0	0	9	0	0
nodI_locusTag_BN877_p0329	1	4	32	116	26	8	35	104	56	31
nodJ_locusTag_BN877_p0328	0	0	15	43	4	0	40	76	39	51
nodL_locusTag_BN877_I0303	0	0	4	67	9	1	18	19	0	25
nodN_locusTag_BN877_II1202	8	0	46	61	1	7	14	74	23	12
nodS_locusTag_BN877_p0331	11	0	4	8	8	4	48	141	23	44
nodT_locusTag_BN877_I2638	31	39	1355	3267	1082	127	1390	2377	524	2137
nodU_locusTag_BN877_p0330	12	9	11	95	44	22	45	212	28	109
nodV_locusTag_BN877_II1897	7	6	5	124	19	10	45	46	6	117
nodW_locusTag_BN877_II1896	0	0	9	19	25	0	15	26	0	6
nodZ_locusTag_BN877_p0265	0	0	3	146	1	2	45	256	54	161
noeC_locusTag_BN877_p0344	0	0	24	89	18	13	21	83	27	26
noeH_locusTag_BN877_p0342	0	0	9	87	17	0	86	48	0	63
noeH_locusTag_BN877_p0343	0	0	0	12	1	0	11	5	2	0
noeL_locusTag_BN877_p0266	2	0	10	42	23	0	31	99	22	79
noeO_locusTag_BN877_p0341	0	0	19	3	0	0	0	39	17	7
noeP_locusTag_BN877_p0340	18	14	69	208	49	8	114	214	87	146
nolK_locusTag_BN877_p0268	17	0	62	83	19	25	93	159	0	78
nolR_locusTag_BN877_I2361	66	113	662	2058	496	136	1024	1837	681	1747
nolR_locusTag_BN877_I2362	0	0	5	16	23	0	47	86	15	73
norB_locusTag_BN877_p0535	53	13	11	432	1254	32	3981	9258	1366	4247
norC_locusTag_BN877_p0536	30	23	0	173	327	11	934	3346	672	1492
norD_locusTag_BN877_p0533	6	0	7	102	232	25	2522	9014	667	2051
norE_locusTag_BN877_p0538	10	0	7	50	92	0	59	232	66	192
norM_locusTag_BN877_I2241	11	16	65	448	101	23	168	366	42	337
norM_locusTag_BN877_I2242	0	0	2	57	0	0	0	31	21	0
norQ_locusTag_BN877_p0534	59	21	7	183	352	11	2669	8395	669	2628
nrdE_locusTag_BN877_I0067	84	18	136	1250	198	89	970	2600	493	1033
nrdF_locusTag_BN877_I0068	6	4	56	253	23	45	160	489	127	354
nrdH_locusTag_BN877_I0065	159	71	296	2760	305	131	318	819	210	698
nrdI_locusTag_BN877_I0066	14	20	40	486	41	23	94	324	84	288
nrd_locusTag_BN877_I1693	454	117	2389	6856	2300	458	2645	6803	1335	4660
nrtA_locusTag_BN877_II0994	160	22	480	3913	405	30	30	46	85	236
nrtB_locusTag_BN877_II0995	22	23	95	1783	96	9	0	8	21	47
nrtC_locusTag_BN877_II0996	10	17	100	633	29	0	6	0	0	27
nspC_locusTag_BN877_II1299	10	13	510	1472	161	89	158	393	97	439
nthA_locusTag_BN877_p0388	4	0	10	13	8	0	0	0	17	2
nthA_locusTag_BN877_p0389	0	0	0	2	5	0	7	8	0	0
nthB_locusTag_BN877_p0387	0	0	7	54	3	22	72	54	0	32
nth_locusTag_BN877_II0291	10	7	53	140	30	35	6	22	31	132
nth_locusTag_BN877_II0292	30	18	149	327	77	22	5	70	12	63
ntrB_locusTag_BN877_I1403	10	8	178	468	145	34	182	270	162	270
ntrC_locusTag_BN877_I1404	3	4	363	585	173	63	204	614	139	688
ntrX_locusTag_BN877_I1406	11	11	496	714	176	72	225	639	266	536
ntrY_locusTag_BN877_I1405	30	47	1306	1536	273	148	612	1339	324	1041
nudH_locusTag_BN877_I2858	4	16	150	450	53	30	67	391	14	144
nuoA_locusTag_BN877_I1248	48	25	475	1126	387	69	538	828	291	764
nuoB_locusTag_BN877_I1249	37	0	596	881	408	58	243	599	194	634
nuoC_locusTag_BN877_I1250	8	26	246	389	152	12	214	693	240	417
nuoC_locusTag_BN877_I1252	4	3	94	307	86	31	108	172	60	258
nuoD_locusTag_BN877_I1253	51	32	872	1650	426	123	984	1995	476	1716
nuoD_locusTag_BN877_I1254	0	0	39	85	103	0	5	39	39	48
nuoF_locusTag_BN877_I1256	17	37	468	1042	412	112	754	2036	382	1233
nuoG_locusTag_BN877_I1257	62	71	1061	1987	497	197	1690	3472	939	3087
nuoH_locusTag_BN877_I1258	21	74	523	1630	415	152	829	1694	459	1463
nuoII_locusTag_BN877_I1259	7	1	217	532	164	21	260	677	90	643
nuoJ_locusTag_BN877_I1260	42	10	89	583	135	86	343	1103	228	673
nuoK_locusTag_BN877_I1261	0	0	73	213	20	15	76	76	27	125
nuoL_locusTag_BN877_I1262	54	34	582	1631	355	172	1102	2010	531	2003
nuoM_locusTag_BN877_I1263	14	45	460	1202	271	137	916	1469	317	1756
nuoN_locusTag_BN877_I1264	3	21	299	1048	169	82	569	1340	365	1057
nusA_locusTag_BN877_I0085	50	33	2116	6180	446	125	1534	2795	838	1967
nusB_locusTag_BN877_I1166	3	5	199	430	93	26	107	199	61	213
nusG_locusTag_BN877_I2064	38	27	1080	5764	561	168	1820	4491	475	1747
oaxA_locusTag_BN877_I0385	36	30	1855	5086	453	232	1123	2249	479	2134
obgE_locusTag_BN877_I2868	98	70	923	4199	602	171	357	641	237	572
occM_locusTag_BN877_II1514	0	0	26	96	8	0	32	46	15	50
occP_locusTag_BN877_II1511	3	23	177	1603	83	40	362	622	190	389
occQ_locusTag_BN877_II1513	0	0	37	176	13	16	6	139	41	153
occT_locusTag_BN877_II1512	2	0	70	349	14	52	34	152	37	173
ocd_locusTag_BN877_II1097	0	0	9	3	0	0	6	14	0	5
ocd_locusTag_BN877_II1098	0	3	6	40	20	8	12	70	7	45
ohr1_locusTag_BN877_I0831	45	68	168	842	85	48	68	141	111	222
ohr2_locusTag_BN877_II1904	0	0	0	0	1	0	15	11	46	54
ohrR1_locusTag_BN877_I0829	4	10	25	301	55	2	43	66	28	0
ohrR1_locusTag_BN877_I0830	0	0	0	0	0	0	0	0	0	0
ohrR2_locusTag_BN877_II0912	20	26	126	728	103	11	63	262	118	245
omp10_locusTag_BN877_II0722	15	16	439	664	267	43	487	1043	389	689
omp19_locusTag_BN877_I2726	169	77	502	1649	436	79	1483	3247	796	2386
omp_locusTag_BN877_II0661	535	100	2569	5751	1056	488	2738	4770	1637	4145
oppB_locusTag_BN877_II1060	0	0	28	59	45	12	59	91	0	98
oppC_locusTag_BN877_II0306	0	0	52	34	0	27	9	30	0	34
opuA_locusTag_BN877_I2364	2	0	42	39	47	43	90	248	42	116
opuB_locusTag_BN877_I2365	7	0	65	87	52	42	247	342	26	135
opuCA_locusTag_BN877_II1359	10	0	69	120	57	16	33	104	57	8
opuC_locusTag_BN877_I2366	23	21	118	227	169	145	323	796	206	550
ordL_locusTag_BN877_I0576	20	0	28	87	62	9	182	516	44	296
oxdD_locusTag_BN877_II1893	4	0	28	54	0	0	39	5	0	48
oxyR_locusTag_BN877_II1722	2	33	103	569	123	13	590	993	265	780
panB_locusTag_BN877_II0500	0	3	60	110	0	3	44	94	0	131
panC_locusTag_BN877_II0499	0	10	53	69	18	9	18	62	21	31
parA	8	88	184	1191	21	43	0	0	0	0
parA_locusTag_BN877_I2918	0	0	136	654	214	28	231	574	105	202
parB	7	124	307	1408	62	81	0	0	0	0
parB1_locusTag_BN877_I2916	4	13	128	450	180	16	239	663	151	356
parB2_locusTag_BN877_p0141	0	0	22	87	12	0	33	17	0	53
parC	0	0	0	0	0	0	0	0	0	0
parC_locusTag_BN877_I1149	33	15	372	861	307	104	510	1080	372	878
parD	10	97	7798	2937	472	129	0	0	0	0
parD_locusTag_BN877_I0773	10	0	41	105	55	24	7	33	81	99
parD_locusTag_BN877_I1067	115	166	487	3183	1057	207	289	1205	595	1849
parD_locusTag_BN877_p0665	3	0	19	132	60	10	59	94	54	75
parE	19	137	6868	3063	449	58	0	0	0	0
parE_locusTag_BN877_I0774	0	0	7	95	51	0	29	83	9	26
parE_locusTag_BN877_p0664	1	0	20	134	38	11	113	349	2	157
