gene_name	N18	N19	N20	N21	N3	N4
None_locusTag_PFL_0882	55	22	19	47	41	24
None_locusTag_PFL_0883	80	122	136	55	134	62
None_locusTag_PFL_0884	13	22	7	28	69	84
None_locusTag_PFL_0885	22	15	0	1	47	50
None_locusTag_PFL_0886	206	166	69	62	471	332
None_locusTag_PFL_0887	54	38	14	10	77	74
None_locusTag_PFL_0888	746	701	195	214	2094	1314
None_locusTag_PFL_0889	20	9	17	11	32	8
None_locusTag_PFL_0890	0	22	0	10	0	0
None_locusTag_PFL_0891	20	2	13	0	24	7
None_locusTag_PFL_0892	11	45	16	23	13	1
None_locusTag_PFL_0901	38	52	15	23	31	47
None_locusTag_PFL_0902	67	43	33	24	71	12
None_locusTag_PFL_0904	58	90	22	24	51	17
None_locusTag_PFL_0908	4	13	0	0	1	3
None_locusTag_PFL_0910	26	84	0	7	16	5
None_locusTag_PFL_0912	203	251	127	79	482	84
None_locusTag_PFL_0931	14	5	2	0	13	20
None_locusTag_PFL_0932	0	48	0	0	12	20
None_locusTag_PFL_0934	11	11	0	0	42	13
None_locusTag_PFL_0937	49	13	1	3	10	9
None_locusTag_PFL_0939	22	30	10	3	47	19
None_locusTag_PFL_0941	20	16	13	0	3	0
None_locusTag_PFL_0942	18	7	6	0	3	0
None_locusTag_PFL_0943	11	13	0	5	19	0
None_locusTag_PFL_0944	66	27	21	4	33	37
None_locusTag_PFL_0947	69	94	18	12	40	15
None_locusTag_PFL_0950	136	159	64	22	170	86
None_locusTag_PFL_0951	701	785	447	264	656	290
None_locusTag_PFL_0952	31	34	11	17	2	0
None_locusTag_PFL_0953	143	62	54	33	88	14
None_locusTag_PFL_0954	163	105	151	22	198	44
None_locusTag_PFL_0955	13	0	0	7	0	3
None_locusTag_PFL_0956	24	9	2	0	43	38
None_locusTag_PFL_0957	0	0	0	0	0	0
None_locusTag_PFL_0958	0	7	7	4	7	6
None_locusTag_PFL_0959	0	0	1	5	4	0
None_locusTag_PFL_0960	12	8	1	0	31	7
None_locusTag_PFL_0961	2	4	0	10	19	15
None_locusTag_PFL_0962	3	21	0	7	31	17
None_locusTag_PFL_0963	16	13	10	0	28	1
None_locusTag_PFL_0964	31	21	7	9	15	9
None_locusTag_PFL_0965	35	47	12	3	26	16
None_locusTag_PFL_0970	40	15	9	4	38	6
None_locusTag_PFL_0971	64	26	21	9	90	12
None_locusTag_PFL_0972	14	26	21	48	48	25
None_locusTag_PFL_0974	9	8	0	3	5	9
None_locusTag_PFL_0975	399	230	62	48	507	175
None_locusTag_PFL_0976	109	46	21	28	50	30
None_locusTag_PFL_0977	217	139	76	39	180	60
None_locusTag_PFL_0980	25	39	8	17	74	37
None_locusTag_PFL_0981	1	0	0	0	0	0
None_locusTag_PFL_0985	0	0	9	0	6	0
None_locusTag_PFL_0986	12	13	0	2	26	4
None_locusTag_PFL_0987	5	0	5	0	0	0
None_locusTag_PFL_0988	30	0	0	0	23	3
None_locusTag_PFL_0989	24	16	7	0	10	18
None_locusTag_PFL_0992	87	44	20	12	85	33
None_locusTag_PFL_0994	18	12	0	7	21	11
None_locusTag_PFL_0995	138	99	31	48	105	41
None_locusTag_PFL_0996	28	4	0	4	10	0
None_locusTag_PFL_0997	7	2	7	1	28	1
None_locusTag_PFL_0998	0	0	0	0	20	22
None_locusTag_PFL_0999	20	34	14	19	33	11
None_locusTag_PFL_1000	0	42	6	0	51	65
None_locusTag_PFL_1002	254	109	136	40	376	111
None_locusTag_PFL_1005	0	0	0	0	0	0
None_locusTag_PFL_1007	17	32	38	15	28	6
None_locusTag_PFL_1008	40	37	18	4	22	5
None_locusTag_PFL_1009	43	40	26	17	45	28
None_locusTag_PFL_1010	0	7	0	0	2	0
None_locusTag_PFL_1012	0	0	0	0	0	0
None_locusTag_PFL_1015	0	0	0	2	0	0
None_locusTag_PFL_1023	0	6	0	0	0	0
None_locusTag_PFL_1025	16	33	5	21	44	17
None_locusTag_PFL_1026	130	190	65	53	82	77
None_locusTag_PFL_1027	74	36	12	14	15	37
None_locusTag_PFL_1028	4	0	18	13	8	8
None_locusTag_PFL_1029	11	1	0	1	15	13
None_locusTag_PFL_1030	2	14	0	0	0	0
None_locusTag_PFL_1031	6	0	0	7	21	1
None_locusTag_PFL_1033	0	19	39	0	7	21
None_locusTag_PFL_1034	32	15	0	1	19	17
None_locusTag_PFL_1035	43	11	19	21	54	12
None_locusTag_PFL_1036	3	36	11	4	28	0
None_locusTag_PFL_1037	20	15	4	14	8	12
None_locusTag_PFL_1041	1	0	0	4	34	15
None_locusTag_PFL_1042	10	32	0	0	13	0
None_locusTag_PFL_1043	2	0	0	0	1	0
None_locusTag_PFL_1044	41	21	13	0	65	24
None_locusTag_PFL_1045	31	48	22	6	50	9
None_locusTag_PFL_1054	0	0	0	0	2	0
None_locusTag_PFL_1055	14	9	13	4	0	0
None_locusTag_PFL_1056	0	7	7	3	21	3
None_locusTag_PFL_1057	4	7	0	4	0	2
None_locusTag_PFL_1058	45	18	7	4	12	3
None_locusTag_PFL_1059	31	4	0	0	34	0
None_locusTag_PFL_1062	60	61	19	17	106	3
None_locusTag_PFL_1064	85	84	36	27	98	48
None_locusTag_PFL_1067	11	27	4	0	36	8
None_locusTag_PFL_1068	8	18	1	3	13	0
None_locusTag_PFL_1077	2	0	0	0	0	0
None_locusTag_PFL_1080	0	0	0	10	0	0
None_locusTag_PFL_1082	2	9	1	7	13	6
None_locusTag_PFL_1083	41	55	15	16	57	13
None_locusTag_PFL_1084	90	111	47	22	89	47
None_locusTag_PFL_1085	12	3	2	0	30	0
None_locusTag_PFL_1086	45	0	2	0	2	0
None_locusTag_PFL_1087	3	11	0	0	0	0
None_locusTag_PFL_1088	3	0	0	10	0	9
None_locusTag_PFL_1090	211	216	86	70	353	62
None_locusTag_PFL_1091	54	69	28	19	76	17
None_locusTag_PFL_1092	127	188	57	54	230	49
None_locusTag_PFL_1098	60	29	14	11	44	20
None_locusTag_PFL_1099	12	7	0	0	9	0
None_locusTag_PFL_1100	440	307	168	171	238	56
None_locusTag_PFL_1105	23	31	27	10	34	13
None_locusTag_PFL_1106	0	26	0	0	2	0
None_locusTag_PFL_1107	44	23	34	0	79	35
None_locusTag_PFL_1108	0	28	0	8	9	1
None_locusTag_PFL_1109	31	33	0	3	3	0
None_locusTag_PFL_1110	141	177	74	60	139	67
None_locusTag_PFL_1111	5	10	11	0	10	0
None_locusTag_PFL_1112	11	8	0	0	9	0
None_locusTag_PFL_1113	0	6	0	0	22	25
None_locusTag_PFL_1114	9	13	0	0	13	0
None_locusTag_PFL_1115	31	12	12	20	5	17
None_locusTag_PFL_1116	0	0	0	0	0	9
None_locusTag_PFL_1117	51	15	17	15	18	7
None_locusTag_PFL_1118	44	99	2	3	7	13
None_locusTag_PFL_1119	0	0	0	0	0	0
None_locusTag_PFL_1123	0	0	3	8	8	0
None_locusTag_PFL_1124	49	36	13	1	62	6
None_locusTag_PFL_1125	1	23	0	0	0	4
None_locusTag_PFL_1126	0	0	0	0	0	0
None_locusTag_PFL_1127	13	16	0	15	4	0
None_locusTag_PFL_1128	9	8	0	0	11	13
None_locusTag_PFL_1129	4	10	3	6	8	12
None_locusTag_PFL_1130	0	0	0	0	1	0
None_locusTag_PFL_1131	5	11	0	5	0	0
None_locusTag_PFL_1132	7	12	0	0	4	20
None_locusTag_PFL_1133	23	34	0	0	31	29
None_locusTag_PFL_1134	24	45	7	28	37	48
None_locusTag_PFL_1135	0	5	16	4	8	0
None_locusTag_PFL_1136	75	43	33	22	89	26
None_locusTag_PFL_1139	0	0	0	0	15	12
None_locusTag_PFL_1140	0	5	0	0	0	0
None_locusTag_PFL_1141	7	30	16	0	41	20
None_locusTag_PFL_1142	40	16	20	0	7	41
None_locusTag_PFL_1143	0	0	0	0	1	0
None_locusTag_PFL_1144	182	375	183	122	305	466
None_locusTag_PFL_1145	170	143	75	81	178	94
None_locusTag_PFL_1146	589	468	293	312	500	208
None_locusTag_PFL_1150	13	13	0	0	4	13
None_locusTag_PFL_1151	11	0	17	0	5	8
None_locusTag_PFL_1152	55	18	7	10	17	1
None_locusTag_PFL_1153	9	40	0	0	29	9
None_locusTag_PFL_1154	122	102	75	44	95	139
None_locusTag_PFL_1155	18	55	0	0	28	22
None_locusTag_PFL_1156	43	58	55	47	201	94
None_locusTag_PFL_1157	18	1	0	0	0	0
None_locusTag_PFL_1158	46	70	58	27	69	48
None_locusTag_PFL_1159	123	218	60	46	104	0
None_locusTag_PFL_1160	58	78	95	31	34	5
None_locusTag_PFL_1162	20	5	29	15	0	6
None_locusTag_PFL_1163	187	156	47	72	60	70
None_locusTag_PFL_1166	253	278	181	42	159	67
None_locusTag_PFL_1167	24	0	0	0	0	0
None_locusTag_PFL_1171	18	83	22	9	90	45
None_locusTag_PFL_1172	6	11	8	9	13	3
None_locusTag_PFL_1185	0	0	0	7	0	0
None_locusTag_PFL_1199	14	9	0	9	41	3
None_locusTag_PFL_1200	10	0	0	4	7	5
None_locusTag_PFL_1212	6	3	0	0	6	2
None_locusTag_PFL_1213	21	24	7	5	30	7
None_locusTag_PFL_1214	0	3	0	11	8	0
None_locusTag_PFL_1215	0	0	0	5	1	2
None_locusTag_PFL_1216	74	45	93	5	63	29
None_locusTag_PFL_1217	0	0	0	0	0	0
None_locusTag_PFL_1218	0	0	0	0	0	0
None_locusTag_PFL_1219	3	2	7	0	0	2
None_locusTag_PFL_1220	10	0	0	0	19	0
None_locusTag_PFL_1221	12	0	0	1	15	0
None_locusTag_PFL_1222	0	16	0	4	0	0
None_locusTag_PFL_1223	0	0	0	0	0	0
None_locusTag_PFL_1224	0	0	0	17	11	6
None_locusTag_PFL_1225	3	0	0	0	0	4
None_locusTag_PFL_1226	7	20	5	16	26	7
None_locusTag_PFL_1227	0	18	7	2	27	0
None_locusTag_PFL_1228	11	47	7	19	68	5
None_locusTag_PFL_1233	463	532	529	355	1003	468
None_locusTag_PFL_1234	20	16	3	0	7	0
None_locusTag_PFL_1235	147	106	86	80	125	14
None_locusTag_PFL_1236	27	32	29	17	36	31
None_locusTag_PFL_1237	59	78	6	43	45	2
None_locusTag_PFL_1238	290	244	81	100	348	81
None_locusTag_PFL_1240	17	29	10	31	20	3
None_locusTag_PFL_1242	19	28	24	13	25	5
None_locusTag_PFL_1244	77	119	51	16	23	44
None_locusTag_PFL_1245	193	174	29	18	85	10
None_locusTag_PFL_1246	104	118	25	34	84	0
None_locusTag_PFL_1250	67	88	23	20	5	37
None_locusTag_PFL_1251	122	262	44	121	194	109
None_locusTag_PFL_1252	0	2	0	10	0	0
None_locusTag_PFL_1253	0	0	0	0	0	0
None_locusTag_PFL_1255	19	17	29	2	20	0
None_locusTag_PFL_1257	123	86	25	10	65	26
None_locusTag_PFL_1259	3	8	0	6	0	0
None_locusTag_PFL_1262	0	5	0	11	15	1
None_locusTag_PFL_1264	8	22	37	7	14	3
None_locusTag_PFL_1269	7	17	24	26	6	0
None_locusTag_PFL_1270	5	52	0	7	8	9
None_locusTag_PFL_1271	43	39	21	1	21	4
None_locusTag_PFL_1272	87	77	17	19	49	27
None_locusTag_PFL_1273	77	77	40	41	160	25
None_locusTag_PFL_1274	119	67	44	43	41	61
None_locusTag_PFL_1275	65	22	0	7	50	4
None_locusTag_PFL_1276	0	6	0	0	3	0
None_locusTag_PFL_1277	15	5	0	0	16	0
None_locusTag_PFL_1278	40	22	25	2	29	7
None_locusTag_PFL_1280	5	36	4	4	35	12
None_locusTag_PFL_1282	131	109	24	32	117	78
None_locusTag_PFL_1284	692	394	173	117	387	181
None_locusTag_PFL_1285	0	0	0	8	8	0
None_locusTag_PFL_1287	35	15	0	1	0	16
None_locusTag_PFL_1288	296	490	138	93	243	34
None_locusTag_PFL_1289	71	33	39	13	33	0
None_locusTag_PFL_1290	9	33	16	18	22	9
None_locusTag_PFL_1291	15	4	0	4	18	10
None_locusTag_PFL_1292	0	12	0	0	12	13
None_locusTag_PFL_1293	0	8	1	0	14	0
None_locusTag_PFL_1294	10	26	4	0	45	12
None_locusTag_PFL_1295	0	4	17	0	40	2
None_locusTag_PFL_1301	101	128	58	21	167	89
None_locusTag_PFL_1302	143	149	41	25	87	44
None_locusTag_PFL_1303	0	18	5	0	4	20
None_locusTag_PFL_1304	332	269	228	266	200	49
None_locusTag_PFL_1305	0	0	0	0	0	0
None_locusTag_PFL_1306	0	7	8	0	38	12
None_locusTag_PFL_1308	35	29	40	3	30	39
None_locusTag_PFL_1309	23	0	0	0	1	0
None_locusTag_PFL_1310	10	5	0	0	0	0
None_locusTag_PFL_1311	23	28	8	24	59	9
None_locusTag_PFL_1312	0	0	2	0	14	10
None_locusTag_PFL_1314	735	810	269	190	1084	485
None_locusTag_PFL_1322	34	51	18	20	28	9
None_locusTag_PFL_1327	50	59	38	37	153	25
None_locusTag_PFL_1328	914	1099	870	396	784	582
None_locusTag_PFL_1329	0	16	0	0	0	0
None_locusTag_PFL_1334	0	15	0	6	6	6
None_locusTag_PFL_1336	202	162	35	114	198	255
None_locusTag_PFL_1337	134	147	27	40	109	82
None_locusTag_PFL_1338	1	1	8	0	4	0
None_locusTag_PFL_1339	15	10	0	0	1	10
None_locusTag_PFL_1340	10	12	0	0	0	0
None_locusTag_PFL_1341	0	0	0	0	0	0
None_locusTag_PFL_1342	10	0	3	2	0	4
None_locusTag_PFL_1343	0	0	0	8	0	5
None_locusTag_PFL_1344	31	23	0	9	23	12
None_locusTag_PFL_1345	1	12	6	0	1	0
None_locusTag_PFL_1346	0	0	0	0	0	0
None_locusTag_PFL_1347	16	17	13	6	34	10
None_locusTag_PFL_1348	31	8	12	0	26	15
None_locusTag_PFL_1349	0	0	0	0	0	0
None_locusTag_PFL_1350	1	3	2	0	0	1
None_locusTag_PFL_1352	1	0	0	20	7	8
None_locusTag_PFL_1353	13	6	5	3	12	26
None_locusTag_PFL_1354	0	0	0	0	5	0
None_locusTag_PFL_1355	15	5	3	0	11	2
None_locusTag_PFL_1356	37	20	19	9	27	0
None_locusTag_PFL_1357	9	23	4	4	25	0
None_locusTag_PFL_1358	1	0	0	0	0	1
None_locusTag_PFL_1359	0	0	0	0	0	0
None_locusTag_PFL_1360	42	56	7	39	62	30
None_locusTag_PFL_1361	27	4	16	0	17	0
None_locusTag_PFL_1362	0	30	0	0	1	0
None_locusTag_PFL_1363	19	4	5	12	30	4
None_locusTag_PFL_1364	0	7	0	5	0	6
None_locusTag_PFL_1365	0	1	0	0	0	0
None_locusTag_PFL_1366	6	0	0	0	0	0
None_locusTag_PFL_1367	0	0	0	0	4	0
None_locusTag_PFL_1368	4	6	7	0	15	16
None_locusTag_PFL_1369	88	35	26	9	133	47
None_locusTag_PFL_1370	6	21	0	3	82	12
None_locusTag_PFL_1371	6	15	0	0	22	2
None_locusTag_PFL_1372	22	28	7	2	7	5
None_locusTag_PFL_1373	23	35	6	0	8	0
None_locusTag_PFL_1374	42	16	24	0	10	0
None_locusTag_PFL_1375	31	25	1	9	9	13
None_locusTag_PFL_1376	11	13	6	0	5	7
None_locusTag_PFL_1379	10	19	9	0	6	0
None_locusTag_PFL_1380	36	11	4	13	16	26
None_locusTag_PFL_1381	16	21	0	15	33	0
None_locusTag_PFL_1382	8	18	6	12	58	43
None_locusTag_PFL_1383	16	6	6	0	10	1
None_locusTag_PFL_1384	0	0	0	0	8	0
None_locusTag_PFL_1385	12	0	0	10	0	0
None_locusTag_PFL_1386	11	26	18	13	23	22
None_locusTag_PFL_1387	0	0	0	0	10	0
None_locusTag_PFL_1388	2	0	0	0	27	2
None_locusTag_PFL_1389	15	9	0	8	0	5
None_locusTag_PFL_1390	7	0	0	0	1	0
None_locusTag_PFL_1391	24	21	9	0	20	1
None_locusTag_PFL_1392	4	0	0	0	1	3
None_locusTag_PFL_1393	0	13	0	0	0	0
None_locusTag_PFL_1394	0	4	0	0	2	0
None_locusTag_PFL_1395	7	6	0	0	45	0
None_locusTag_PFL_1396	10	0	13	0	32	22
None_locusTag_PFL_1397	10	0	0	0	0	0
None_locusTag_PFL_1398	68	57	38	19	73	7
None_locusTag_PFL_1400	16	0	0	1	15	0
None_locusTag_PFL_1401	0	3	8	0	8	0
None_locusTag_PFL_1402	0	6	0	0	0	0
None_locusTag_PFL_1403	28	28	0	10	3	2
None_locusTag_PFL_1404	0	9	0	4	7	0
None_locusTag_PFL_1405	11	0	0	0	9	0
None_locusTag_PFL_1406	0	12	21	4	13	0
None_locusTag_PFL_1407	7	0	0	0	8	0
None_locusTag_PFL_1408	9	2	0	0	8	0
None_locusTag_PFL_1409	0	5	0	0	10	5
None_locusTag_PFL_1410	0	0	0	0	0	0
None_locusTag_PFL_1411	0	0	0	0	0	4
None_locusTag_PFL_1412	0	0	15	0	0	0
None_locusTag_PFL_1413	4	17	3	0	9	6
None_locusTag_PFL_1416	0	6	0	0	9	6
None_locusTag_PFL_1417	10	3	0	0	9	8
None_locusTag_PFL_1418	2	1	0	0	3	12
None_locusTag_PFL_1419	14	1	8	7	19	4
None_locusTag_PFL_1420	8	9	0	0	2	0
None_locusTag_PFL_1421	0	0	0	0	0	0
None_locusTag_PFL_1422	0	5	0	0	0	3
None_locusTag_PFL_1423	17	0	0	5	17	0
None_locusTag_PFL_1424	0	4	0	18	8	9
None_locusTag_PFL_1425	89	33	2	27	37	14
None_locusTag_PFL_1426	61	78	26	20	45	14
None_locusTag_PFL_1427	3	12	3	0	16	1
None_locusTag_PFL_1428	22	13	13	2	33	0
None_locusTag_PFL_1431	0	2	0	0	0	0
None_locusTag_PFL_1432	26	43	22	45	50	17
None_locusTag_PFL_1433	47	64	27	14	99	22
None_locusTag_PFL_1434	620	399	271	300	601	129
None_locusTag_PFL_1436	5	17	0	0	0	6
None_locusTag_PFL_1437	0	8	0	0	7	7
None_locusTag_PFL_1438	0	0	0	0	0	4
None_locusTag_PFL_1439	14	2	0	9	3	0
None_locusTag_PFL_1440	29	15	6	0	22	10
None_locusTag_PFL_1441	0	0	3	0	0	0
None_locusTag_PFL_1442	0	24	0	13	0	0
None_locusTag_PFL_1443	97	56	30	35	81	0
None_locusTag_PFL_1445	0	0	0	0	0	0
None_locusTag_PFL_1446	4	67	9	6	12	3
None_locusTag_PFL_1452	225	125	53	52	179	55
None_locusTag_PFL_1453	0	0	0	0	0	0
None_locusTag_PFL_1454	24	15	14	2	13	44
None_locusTag_PFL_1455	26	73	16	11	24	3
None_locusTag_PFL_1456	225	239	40	50	211	38
None_locusTag_PFL_1458	10	0	0	0	18	0
None_locusTag_PFL_1459	0	7	0	0	2	0
None_locusTag_PFL_1461	0	0	0	0	0	0
None_locusTag_PFL_1466	1	8	0	0	1	0
None_locusTag_PFL_1469	33	82	5	59	60	27
None_locusTag_PFL_1470	258	172	85	86	411	83
None_locusTag_PFL_1471	19	15	14	6	7	28
None_locusTag_PFL_1472	7	3	1	4	7	0
None_locusTag_PFL_1473	0	10	2	0	9	0
None_locusTag_PFL_1474	3	13	0	0	0	20
None_locusTag_PFL_1475	4	2	4	0	2	5
None_locusTag_PFL_1476	21	18	0	7	27	0
None_locusTag_PFL_1477	5	42	3	4	13	17
None_locusTag_PFL_1478	19	19	7	0	22	11
None_locusTag_PFL_1479	78	45	16	36	130	101
None_locusTag_PFL_1480	0	1	0	0	5	0
None_locusTag_PFL_1481	14	10	6	0	16	32
None_locusTag_PFL_1482	0	6	2	12	11	3
None_locusTag_PFL_1483	56	35	0	23	37	41
None_locusTag_PFL_1484	3	22	10	22	1	11
None_locusTag_PFL_1487	53	59	68	41	85	7
None_locusTag_PFL_1488	5	15	4	0	3	8
None_locusTag_PFL_1489	18	0	21	2	30	11
None_locusTag_PFL_1494	24	6	0	0	10	20
None_locusTag_PFL_1497	17	42	16	13	51	7
None_locusTag_PFL_1498	101	136	73	29	161	36
None_locusTag_PFL_1499	7	32	0	0	20	3
None_locusTag_PFL_1500	49	15	0	37	90	54
None_locusTag_PFL_1501	80	121	40	35	35	114
None_locusTag_PFL_1502	111	118	45	45	207	43
None_locusTag_PFL_1503	391	439	170	288	711	163
None_locusTag_PFL_1504	57	97	31	19	74	33
None_locusTag_PFL_1505	14	18	1	0	8	0
None_locusTag_PFL_1506	40	8	6	12	5	2
None_locusTag_PFL_1508	0	15	0	0	6	0
None_locusTag_PFL_1509	5	0	0	0	20	0
None_locusTag_PFL_1510	8	18	0	0	8	0
None_locusTag_PFL_1511	56	68	18	33	31	13
None_locusTag_PFL_1512	7	27	4	0	10	5
None_locusTag_PFL_1513	0	6	0	3	12	8
None_locusTag_PFL_1514	0	0	0	0	9	9
None_locusTag_PFL_1515	31	17	4	29	22	0
None_locusTag_PFL_1516	262	169	105	46	200	30
None_locusTag_PFL_1517	346	363	235	102	288	178
None_locusTag_PFL_1518	27	36	31	32	50	41
None_locusTag_PFL_1520	55	27	1	11	28	29
None_locusTag_PFL_1521	28	20	6	18	82	29
None_locusTag_PFL_1522	136	115	70	14	82	44
None_locusTag_PFL_1523	8	7	3	3	33	20
None_locusTag_PFL_1524	7	0	5	0	0	0
None_locusTag_PFL_1525	0	15	0	12	7	8
None_locusTag_PFL_1526	0	12	5	3	22	0
None_locusTag_PFL_1527	13	10	4	15	9	0
None_locusTag_PFL_1529	52	26	15	13	18	28
None_locusTag_PFL_1533	1	5	0	0	21	2
None_locusTag_PFL_1534	10	0	7	3	0	0
None_locusTag_PFL_1536	3	4	0	0	3	0
None_locusTag_PFL_1537	21	1	0	0	6	9
None_locusTag_PFL_1538	15	26	9	4	30	13
None_locusTag_PFL_1539	6	24	11	0	11	19
None_locusTag_PFL_1541	77	33	27	19	56	18
None_locusTag_PFL_1543	61	85	13	6	15	0
None_locusTag_PFL_1544	149	114	87	21	147	35
None_locusTag_PFL_1545	25	25	17	16	28	16
None_locusTag_PFL_1547	2	36	6	11	0	0
None_locusTag_PFL_1548	194	135	67	65	143	20
None_locusTag_PFL_1549	9	19	6	3	19	4
None_locusTag_PFL_1550	17	21	16	0	15	57
None_locusTag_PFL_1551	176	133	69	63	259	75
None_locusTag_PFL_1552	167	164	52	104	255	245
None_locusTag_PFL_1553	33	0	0	14	48	8
None_locusTag_PFL_1554	16	13	19	22	25	7
None_locusTag_PFL_1555	5	0	0	0	7	0
None_locusTag_PFL_1556	56	74	8	35	110	66
None_locusTag_PFL_1557	58	50	0	9	69	26
None_locusTag_PFL_1558	117	114	32	74	180	77
None_locusTag_PFL_1559	78	58	55	41	23	5
None_locusTag_PFL_1560	11	8	4	0	16	0
None_locusTag_PFL_1561	43	98	34	23	66	14
None_locusTag_PFL_1562	271	371	202	165	259	55
None_locusTag_PFL_1563	645	588	178	234	726	188
None_locusTag_PFL_1564	14	0	8	6	15	0
None_locusTag_PFL_1565	4	7	9	0	11	0
None_locusTag_PFL_1566	0	1	4	14	21	0
None_locusTag_PFL_1567	10	7	4	0	0	7
None_locusTag_PFL_1568	8	25	3	0	25	0
None_locusTag_PFL_1570	11	7	0	1	0	0
None_locusTag_PFL_1571	41	14	0	11	12	0
None_locusTag_PFL_1572	33	29	32	55	9	29
None_locusTag_PFL_1573	7	32	5	19	10	22
None_locusTag_PFL_1575	29	5	4	2	18	21
None_locusTag_PFL_1576	10	16	0	0	6	8
None_locusTag_PFL_1577	75	15	0	21	36	7
None_locusTag_PFL_1578	486	421	168	96	358	128
None_locusTag_PFL_1580	7	5	0	0	0	0
None_locusTag_PFL_1581	95	61	32	32	64	25
None_locusTag_PFL_1582	31	0	0	0	0	0
None_locusTag_PFL_1583	5	36	2	5	2	0
None_locusTag_PFL_1584	21	74	73	9	60	11
None_locusTag_PFL_1585	24	44	50	2	16	0
None_locusTag_PFL_1586	109	168	73	50	62	31
None_locusTag_PFL_1587	261	362	132	136	187	37
None_locusTag_PFL_1588	25	18	10	17	4	22
None_locusTag_PFL_1590	0	37	5	3	13	0
None_locusTag_PFL_1591	85	49	42	22	70	9
None_locusTag_PFL_1592	162	112	35	32	143	25
None_locusTag_PFL_1593	49	61	3	11	69	44
None_locusTag_PFL_1594	29	83	27	29	42	27
None_locusTag_PFL_1595	70	43	22	19	86	56
None_locusTag_PFL_1597	22	15	11	3	19	5
None_locusTag_PFL_1598	6	13	0	0	5	5
None_locusTag_PFL_1601	0	0	0	0	0	0
None_locusTag_PFL_1603	228	243	86	81	91	23
None_locusTag_PFL_1604	353	923	218	467	73	27
None_locusTag_PFL_1606	13	2	9	0	13	6
None_locusTag_PFL_1607	51	35	31	23	71	17
None_locusTag_PFL_1608	18	19	23	0	8	3
None_locusTag_PFL_1609	152	145	87	37	149	40
None_locusTag_PFL_1620	66	60	15	41	71	52
None_locusTag_PFL_1621	101	114	17	52	89	51
None_locusTag_PFL_1628	5	9	0	10	2	1
None_locusTag_PFL_1633	25	8	14	0	11	0
None_locusTag_PFL_1643	0	0	0	0	14	0
None_locusTag_PFL_1644	1	15	0	0	20	0
None_locusTag_PFL_1645	5	8	8	6	0	9
None_locusTag_PFL_1655	43	23	3	29	32	12
None_locusTag_PFL_1656	0	0	0	0	0	7
None_locusTag_PFL_1657	0	18	1	6	10	12
None_locusTag_PFL_1658	80	39	42	11	24	22
None_locusTag_PFL_1659	21	9	8	0	15	25
None_locusTag_PFL_1660	19	16	40	15	76	31
None_locusTag_PFL_1661	19	0	0	1	0	0
None_locusTag_PFL_1662	40	6	6	6	15	11
None_locusTag_PFL_1663	11	32	0	6	59	14
None_locusTag_PFL_1672	25	29	51	45	43	39
None_locusTag_PFL_1673	32	6	23	0	30	8
None_locusTag_PFL_1674	15	24	0	15	15	8
None_locusTag_PFL_1675	21	13	11	1	48	0
None_locusTag_PFL_1676	11	7	0	0	20	2
None_locusTag_PFL_1677	4	20	4	0	13	0
None_locusTag_PFL_1678	24	3	16	18	19	0
None_locusTag_PFL_1679	233	139	81	93	190	123
None_locusTag_PFL_1689	26	6	1	0	20	0
None_locusTag_PFL_1690	1	9	0	3	17	8
None_locusTag_PFL_1691	21	10	4	10	17	12
None_locusTag_PFL_1692	0	5	0	0	8	0
None_locusTag_PFL_1693	0	0	0	0	3	0
None_locusTag_PFL_1695	24	19	11	17	75	6
None_locusTag_PFL_1696	0	1	0	0	2	0
None_locusTag_PFL_1702	6	17	0	3	10	0
None_locusTag_PFL_1703	80	150	24	22	220	33
None_locusTag_PFL_1704	0	0	0	3	5	6
None_locusTag_PFL_1705	18	7	9	0	14	45
None_locusTag_PFL_1706	12	39	12	7	10	0
None_locusTag_PFL_1707	77	107	29	36	134	13
None_locusTag_PFL_1708	5	0	0	8	2	0
None_locusTag_PFL_1709	51	45	21	7	47	32
None_locusTag_PFL_1710	0	12	0	0	2	0
None_locusTag_PFL_1711	0	0	0	0	0	0
None_locusTag_PFL_1724	7	0	4	0	9	0
None_locusTag_PFL_1725	7	21	0	7	46	0
None_locusTag_PFL_1726	316	433	189	223	151	124
None_locusTag_PFL_1727	24	4	9	10	8	0
None_locusTag_PFL_1728	1	0	0	0	0	0
None_locusTag_PFL_1730	16	46	0	6	19	9
None_locusTag_PFL_1731	116	86	57	86	155	41
None_locusTag_PFL_1732	173	205	102	70	84	76
None_locusTag_PFL_1733	15	15	8	28	6	9
None_locusTag_PFL_1734	8	2	3	6	11	4
None_locusTag_PFL_1735	1	5	0	0	2	0
None_locusTag_PFL_1738	12	16	9	4	0	11
None_locusTag_PFL_1739	23	14	0	14	4	0
None_locusTag_PFL_1740	144	146	26	16	71	14
None_locusTag_PFL_1742	5	0	5	8	3	0
None_locusTag_PFL_1744	16	28	22	5	27	9
None_locusTag_PFL_1746	5	4	4	3	16	25
None_locusTag_PFL_1747	15	12	0	20	36	11
None_locusTag_PFL_1748	1	0	0	0	1	0
None_locusTag_PFL_1749	11	0	0	1	0	11
None_locusTag_PFL_1750	16	0	0	0	12	2
None_locusTag_PFL_1751	4	10	9	7	0	13
